,Aspect,Document,Sentiment,Dataset
380,SUPPORT#QUALITY,It's a long and tirring process that after a while it seems like their game plan was to wear you out so you would want to give up on contacting them.,negative,ABSA16_Laptops_Train_SB1_v2.csv
381,SUPPORT#QUALITY,"And at one point, they blame me for installing a bad memory stick when I upgrade my memory for the first time during my purchase of the laptop (I bought the memory stick they recomended).",negative,ABSA16_Laptops_Train_SB1_v2.csv
395,SUPPORT#QUALITY,The Apple team also assists you very nicely when choosing which computer is right for you :),positive,ABSA16_Laptops_Train_SB1_v2.csv
401,SUPPORT#QUALITY,"upon giving them the serial number the first thing I was told, was that it was out of warranty and I could pay to have it repaired even though I had the receipt in front of me proving it still had 2 months left on the warranty.",negative,ABSA16_Laptops_Train_SB1_v2.csv
402,SUPPORT#QUALITY,even though I had the receipt in front of me proving it still had 2 months left on the warranty.,negative,ABSA16_Laptops_Train_SB1_v2.csv
403,SUPPORT#QUALITY,Dealing with the support drone on the other end of the chat was sheer torture.,negative,ABSA16_Laptops_Train_SB1_v2.csv
404,SUPPORT#QUALITY,English must have been his third or fourth language.,negative,ABSA16_Laptops_Train_SB1_v2.csv
405,SUPPORT#QUALITY,"His language was so bad I swore I was taking the turing test, and it was failing.",negative,ABSA16_Laptops_Train_SB1_v2.csv
406,SUPPORT#QUALITY,after trying to get some help he disconnected on me.,negative,ABSA16_Laptops_Train_SB1_v2.csv
408,SUPPORT#QUALITY,"After 4 days, being denied 6 times and told off once, I managed to get through and was able to send them a scanned copy of the receipt.",negative,ABSA16_Laptops_Train_SB1_v2.csv
410,SUPPORT#QUALITY,Then they had me jump through many hoops and questions to see if they could find another way to invalidate me.,negative,ABSA16_Laptops_Train_SB1_v2.csv
411,SUPPORT#QUALITY,"After they found no other way, they told me to courier it to them(since they don't allow the use of the post office) at my expense, and sent me a 4 page list of very specific packaging instructions to follow or it wouldn't be covered.",negative,ABSA16_Laptops_Train_SB1_v2.csv
412,SUPPORT#QUALITY,I managed to comply with these too and now have to wait and see if they can find another way to screw me.,negative,ABSA16_Laptops_Train_SB1_v2.csv
413,SUPPORT#QUALITY,They really do have the worlds very worst repair service.,negative,ABSA16_Laptops_Train_SB1_v2.csv
416,SUPPORT#QUALITY,"I Contacted HP  about this situation and was given excuses, without results.",negative,ABSA16_Laptops_Train_SB1_v2.csv
417,SUPPORT#QUALITY,They didn't even try to assist me or even offer a replacement.,negative,ABSA16_Laptops_Train_SB1_v2.csv
553,SUPPORT#QUALITY,I went to Toshiba online help and found some suggestions to fix it.,positive,ABSA16_Laptops_Train_SB1_v2.csv
554,SUPPORT#QUALITY,One of them seems to have worked.,positive,ABSA16_Laptops_Train_SB1_v2.csv
632,SUPPORT#QUALITY,"When calling Dell for help, reurn, or a new computer they were not useful and left it up to myself to figure out what to do with it.",negative,ABSA16_Laptops_Train_SB1_v2.csv
698,SUPPORT#QUALITY,I have had to send in my laptop three times to get it fixed.,negative,ABSA16_Laptops_Train_SB1_v2.csv
701,SUPPORT#QUALITY,Toshiba does not send any one out unless you have paid extra to have the on site repair done.,negative,ABSA16_Laptops_Train_SB1_v2.csv
702,SUPPORT#QUALITY,I would tell the technician I knew exactly what was wrong with it but they did not listen and I had to go through a bunch of junk to get them to tell me I needed to send the computer in.,negative,ABSA16_Laptops_Train_SB1_v2.csv
731,SUPPORT#QUALITY,They were totally unconcerned that the computer was not correctly repaired in the first place.,negative,ABSA16_Laptops_Train_SB1_v2.csv
736,SUPPORT#QUALITY,And Toshiba is totally unconcerned.,negative,ABSA16_Laptops_Train_SB1_v2.csv
737,SUPPORT#QUALITY,The reaction of Toshiba is there is nothing you can do about it so just sit back and except the fact that you are powerless and it is mind over matter.,negative,ABSA16_Laptops_Train_SB1_v2.csv
738,SUPPORT#QUALITY,We don't Mind and You don't Matter.,negative,ABSA16_Laptops_Train_SB1_v2.csv
740,SUPPORT#QUALITY,When it come time for warranty service to Toshiba you don't matter.,negative,ABSA16_Laptops_Train_SB1_v2.csv
743,SUPPORT#QUALITY,The technical service for dell is so 3rd world it might as well not even bother.,negative,ABSA16_Laptops_Train_SB1_v2.csv
744,SUPPORT#QUALITY,Just a bunch of idiots who's English as a 5th language is forced at best.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1044,SUPPORT#QUALITY,Toshiba knows there is a manufacturing defect but will not acknowledge it.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1047,SUPPORT#QUALITY,TOSHIBA WILL NOT ACKNOWLEDGE THIS PROBLEM.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1048,SUPPORT#QUALITY,"When I called Toshiba, they would not do anything and even tried to charge me $35 for the phone call, even though they didn't offer any technical support.",negative,ABSA16_Laptops_Train_SB1_v2.csv
1052,SUPPORT#QUALITY,"In those three years, I've had a couple of minor problems and both were resolved by Apple quickly and easily.",positive,ABSA16_Laptops_Train_SB1_v2.csv
1062,SUPPORT#QUALITY,"Then HP sends it back to me with the hardware screwed up, not able to connect.",negative,ABSA16_Laptops_Train_SB1_v2.csv
1064,SUPPORT#QUALITY,HP is more interested in selling extended warranties (which cost more than the netbook new) then they are in helping or fixing.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1139,SUPPORT#QUALITY,Toshiba is aware of the issue but unless the extended warrenty is bought Toshiba will do nothing about it.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1140,SUPPORT#QUALITY,I actually contact Toshiba before I started having problem and was given run around after I supplied serial number in order to delay me sending in laptop until after warrenty expired.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1141,SUPPORT#QUALITY,Then after paying for it to be examined I was told it was same problem cited on website but I'd have to pay anyways since it was past warrenty.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1155,SUPPORT#QUALITY,"The apple care has never failed me, and I expect it to be the same for this computer as well.",positive,ABSA16_Laptops_Train_SB1_v2.csv
1174,SUPPORT#QUALITY,"I have had to call with a few questions or issues and they have helped me for free, even without the warranty.",positive,ABSA16_Laptops_Train_SB1_v2.csv
1226,SUPPORT#QUALITY,Each time taking about 1 day or so.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1228,SUPPORT#QUALITY,I had to wait 3 weeks to get it back and it still is not working properly.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1229,SUPPORT#QUALITY,I had to pay for the shipping!,negative,ABSA16_Laptops_Train_SB1_v2.csv
1247,SUPPORT#QUALITY,"All apple associates are always wiling to help you out with anything, no matter when you purchased the computer and how many years passed.",positive,ABSA16_Laptops_Train_SB1_v2.csv
1255,SUPPORT#QUALITY,3) Horrible customer support-they lost my laptop for a month-got it back 3 months later,negative,ABSA16_Laptops_Train_SB1_v2.csv
1256,SUPPORT#QUALITY,"4) Laptop still did not work, blue screen within a week...",negative,ABSA16_Laptops_Train_SB1_v2.csv
1271,SUPPORT#QUALITY,when i called to have another one shipped or to get my money back they said the return policy is 23 twenty three days from the date of purchase.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1273,SUPPORT#QUALITY,so the fact that the computer does not work on the 24 twenty fourth day is my fault.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1274,SUPPORT#QUALITY,they have done absolutely nothing to fix the computer problem.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1275,SUPPORT#QUALITY,they have not sent a new one nor called.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1278,SUPPORT#QUALITY,So when you do call to complain about the hunk of metal you get the joy of speaking with a bunch of people you cant understand.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1279,SUPPORT#QUALITY,"Then to make matters worst, there is noone that they can transfer you to.",negative,ABSA16_Laptops_Train_SB1_v2.csv
1282,SUPPORT#QUALITY,Got the computer back a month later and it was still broken sent it out again and they repaired it.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1283,SUPPORT#QUALITY,3 weeks went by and the computer keeps crashing and will not open any applications.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1284,SUPPORT#QUALITY,DO NOT BUY GATEWAY COMPUTERS THEY ARE JUNK AND THE WARRANTY COMPANY IS HORRIBLE.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1285,SUPPORT#QUALITY,YOU WILL NOT BE ABLE TO TALK TO AN AMERICAN WARRANTY SERVICE IS OUT OF COUNTRY.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1291,SUPPORT#QUALITY,It took a little over 2 weeks until i got it back.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1313,SUPPORT#QUALITY,I have had no luck with staples or HP to resolve this problem.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1329,SUPPORT#QUALITY,None of the techs at HP knew what they were doing.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1330,SUPPORT#QUALITY,"They would repair one thing, send it back and it would still have the same problem.",negative,ABSA16_Laptops_Train_SB1_v2.csv
1332,SUPPORT#QUALITY,"I wanted to purchase the extended warranty and they refused, because they knew it was trouble.",negative,ABSA16_Laptops_Train_SB1_v2.csv
1333,SUPPORT#QUALITY,I had something else go wrong and they said it had to be in good working order to be able to buy the warranty.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1335,SUPPORT#QUALITY,I sent it back AND THEY LOST IT.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1336,SUPPORT#QUALITY,I waited and waited and no laptop.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1337,SUPPORT#QUALITY,Finally after months of research the discovered that they mailed it to a Walmart and there probably would be no way to find the box.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1338,SUPPORT#QUALITY,"I waited another month for approval and for them to ""BUILD"" me a new laptop.",negative,ABSA16_Laptops_Train_SB1_v2.csv
1341,SUPPORT#QUALITY,Here we are another year later and the computer is doing the same thing.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1342,SUPPORT#QUALITY,HP didn't fix it.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1347,SUPPORT#QUALITY,1st time they got it working the next 5 month they had me send it in.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1350,SUPPORT#QUALITY,They say sorry out of warranty.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1351,SUPPORT#QUALITY,Summary: They played games with me for the warranty period.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1353,SUPPORT#QUALITY,They had me send in the machine last April returned it to me in May with no documentation on what was done it anything.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1360,SUPPORT#QUALITY,"I had to call Apple 19 times (each time 40 to 75 minutes on the phone), and take it to their store for evaluations, and diagnostics, 5 times.",negative,ABSA16_Laptops_Train_SB1_v2.csv
1372,SUPPORT#QUALITY,"So I called customer support (which is good too) and they went through it and it is just a safety feature and it does not affect performance at all, I just chose to hide the message.",positive,ABSA16_Laptops_Train_SB1_v2.csv
1377,SUPPORT#QUALITY,I custom ordered the machine from HP and could NOT understand the techie due to his accent.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1382,SUPPORT#QUALITY,"Although my model was listed as recalled, HP denied my claim.",negative,ABSA16_Laptops_Train_SB1_v2.csv
1390,SUPPORT#QUALITY,"The repairs were made quickly though I must say, however the second time they shipped it to the incorrect address and it took nearly a week for them to get it to me.",positive,ABSA16_Laptops_Train_SB1_v2.csv
1392,SUPPORT#QUALITY,Spent 2 hours on phone with HP Technical Support.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1393,SUPPORT#QUALITY,"They went through asking me open up various components, taking battery out, hard disk apart, and after 2 hours on phone could not fix it.",negative,ABSA16_Laptops_Train_SB1_v2.csv
1394,SUPPORT#QUALITY,They are asking me to ship the unit back to fix it at their site.,neutral,ABSA16_Laptops_Train_SB1_v2.csv
1401,SUPPORT#QUALITY,"Called tech support and got the usual Acer ""We don't support software but for $$$ we can help you"" I explained there was no software involved in booting.",negative,ABSA16_Laptops_Train_SB1_v2.csv
1402,SUPPORT#QUALITY,"No, tey don't even support their own bios and it ""could be a problem with the bios"" How can a company that makes a fairly decent product get away with such insanity??!!",negative,ABSA16_Laptops_Train_SB1_v2.csv
1404,SUPPORT#QUALITY,"With today's company fighting over marketshare, its a shame that ASUS can get away with the inept staff answering thephone.",negative,ABSA16_Laptops_Train_SB1_v2.csv
1405,SUPPORT#QUALITY,I agree with the previous comment that ASUS TECH SUPPORT IS HORRIBLE WHICH IS A CON IN MY OPINION.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1409,SUPPORT#QUALITY,But no one could tell me when my part would be shipped nor could they tell me where to buy it ON THEIR WEBSITE!!!,negative,ABSA16_Laptops_Train_SB1_v2.csv
1410,SUPPORT#QUALITY,Frustrated I hung up and tried to call back 3 days later to be told that it takes 2-3 days for turnaround time.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1411,SUPPORT#QUALITY,This was the 3rd day and part still had not been shipped.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1414,SUPPORT#QUALITY,"The rep did not even answer my question, I had to ask him, if he understood what I ask or if he spoke english because he didn't even try to acknowledge my question.",negative,ABSA16_Laptops_Train_SB1_v2.csv
1416,SUPPORT#QUALITY,I'm tired of the inept service.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1511,SUPPORT#QUALITY,"They told me it was my loss even though it was the computer, not  what I've done.",negative,ABSA16_Laptops_Train_SB1_v2.csv
1513,SUPPORT#QUALITY,"They told me to reprogram the computer, and I didn't need  to do that, and I lost pictures of my oldests first 2 years of her  life.",negative,ABSA16_Laptops_Train_SB1_v2.csv
1538,SUPPORT#QUALITY,"So I called Compaq, and after being on the phone for 3 hours, i finally got a replacement which I shouldn't have had a problem getting since it was under warranty.",negative,ABSA16_Laptops_Train_SB1_v2.csv
1853,SUPPORT#QUALITY,They were excellent to handle our return and post our refund back into our account the next day.,positive,ABSA16_Laptops_Train_SB1_v2.csv
2168,SUPPORT#QUALITY,Dealing with HP support is a ridiculous and painful experience.,negative,ABSA16_Laptops_Train_SB1_v2.csv
2169,SUPPORT#QUALITY,"I have spent more than 2.5 hours on the phone with them (over 4 different calls), only to get no where.",negative,ABSA16_Laptops_Train_SB1_v2.csv
2170,SUPPORT#QUALITY,"Now I'm looking into the return process, which I'm sure will just be loads of fun, if my prior experience is any indication.",negative,ABSA16_Laptops_Train_SB1_v2.csv
2434,SUPPORT#QUALITY,Dell support was awful to deal with.,negative,ABSA16_Laptops_Train_SB1_v2.csv
98,SUPPORT#QUALITY,"Each time, Apple can only uninstall to original factory settings for me to start over.",,EN_LAPT_SB1_TEST_.B.csv
122,SUPPORT#QUALITY,They were great.,,EN_LAPT_SB1_TEST_.B.csv
270,SUPPORT#QUALITY,It took 3 days to make an appointment at the local Apple store.,,EN_LAPT_SB1_TEST_.B.csv
271,SUPPORT#QUALITY,"I'm not sure what happened next but she came back home crying with a piece of paper in her hand $129 for a new battery, $39 to replace it and $139 for a new keyboard.",,EN_LAPT_SB1_TEST_.B.csv
272,SUPPORT#QUALITY,I could not believe they did not consider the battery as defective so I went to the Apple store myself and asked for a manager.,,EN_LAPT_SB1_TEST_.B.csv
273,SUPPORT#QUALITY,He explained to me the battery expansion is 'normal'.,,EN_LAPT_SB1_TEST_.B.csv
274,SUPPORT#QUALITY,Apple doesn't cover battery expansion under any circumstances not even under their Apple Care.,,EN_LAPT_SB1_TEST_.B.csv
